timestamp,close,SMA50,SMA200,Signal,Entry/Exit,Position,Entry/Exit Position,Portfolio Holdings,Portfolio Cash,Portfolio Total,Portfolio Daily Returns,Portfolio Cumulative Returns
2016-02-03 05:00:00+00:00,17.557,,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-02-04 05:00:00+00:00,17.52,,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-02-05 05:00:00+00:00,17.3504,,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-02-08 05:00:00+00:00,17.23,,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-02-09 05:00:00+00:00,17.2001,,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-02-10 05:00:00+00:00,17.256,,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-02-11 05:00:00+00:00,17.4802,,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-02-12 05:00:00+00:00,17.445,,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-02-16 05:00:00+00:00,17.5,,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-02-17 05:00:00+00:00,17.59,,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-02-18 05:00:00+00:00,17.57,,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-02-19 05:00:00+00:00,17.54,,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-02-22 05:00:00+00:00,17.6,,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-02-23 05:00:00+00:00,17.37,,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-02-24 05:00:00+00:00,17.3507,,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-02-25 05:00:00+00:00,17.22,,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-02-26 05:00:00+00:00,17.1401,,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-02-29 05:00:00+00:00,17.15,,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-03-01 05:00:00+00:00,17.06,,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-03-02 05:00:00+00:00,17.1201,,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-03-03 05:00:00+00:00,17.1807,,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-03-04 05:00:00+00:00,17.48,,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-03-07 05:00:00+00:00,17.51,,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-03-08 05:00:00+00:00,17.51,,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-03-09 05:00:00+00:00,17.52,,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-03-10 05:00:00+00:00,17.63,,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-03-11 05:00:00+00:00,17.739,,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-03-14 04:00:00+00:00,17.79,,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-03-15 04:00:00+00:00,17.6901,17.429658,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-03-16 04:00:00+00:00,17.76,17.440278,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-03-17 04:00:00+00:00,17.8,17.45241,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-03-18 04:00:00+00:00,17.805,17.46322,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-03-21 04:00:00+00:00,17.9,17.47483,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-03-22 04:00:00+00:00,18.01,17.488429999999997,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-03-23 04:00:00+00:00,17.884,17.501109999999997,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-03-24 04:00:00+00:00,18.04,17.51211,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-03-28 04:00:00+00:00,18.02,17.52183,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-03-29 04:00:00+00:00,18.128,17.533988,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-03-30 04:00:00+00:00,17.97,17.544387999999998,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-03-31 04:00:00+00:00,18.0207,17.554682,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-04-01 04:00:00+00:00,18.2201,17.570284,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-04-04 04:00:00+00:00,18.134,17.582764,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-04-05 04:00:00+00:00,17.96,17.592764,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-04-06 04:00:00+00:00,18.04,17.602864,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-04-07 04:00:00+00:00,17.98,17.612324,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-04-08 04:00:00+00:00,18.15,17.622324000000003,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-04-11 04:00:00+00:00,18.386,17.642444,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-04-12 04:00:00+00:00,18.514,17.664124,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-04-13 04:00:00+00:00,18.84,17.690724,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-04-14 04:00:00+00:00,18.68,17.710824,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-04-15 04:00:00+00:00,18.826,17.736204,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-04-18 04:00:00+00:00,18.79,17.761604,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-04-19 04:00:00+00:00,19.25,17.799595999999998,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-04-20 04:00:00+00:00,19.3944,17.842883999999998,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-04-21 04:00:00+00:00,19.42,17.887282,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-04-22 04:00:00+00:00,19.1,17.924162,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-04-25 04:00:00+00:00,19.36,17.961758,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-04-26 04:00:00+00:00,19.58,18.004458,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-04-27 04:00:00+00:00,19.439,18.043238,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-04-28 04:00:00+00:00,19.4951,18.08134,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-04-29 04:00:00+00:00,19.521,18.12036,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-05-02 04:00:00+00:00,19.77,18.16496,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-05-03 04:00:00+00:00,19.47,18.202360000000002,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-05-04 04:00:00+00:00,19.63,18.24756,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-05-05 04:00:00+00:00,19.356,18.287666,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-05-06 04:00:00+00:00,19.74,18.338066,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-05-09 04:00:00+00:00,19.56,18.386464,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-05-10 04:00:00+00:00,20.36,18.450664,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-05-11 04:00:00+00:00,20.3,18.515463999999998,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-05-12 04:00:00+00:00,20.12,18.575462,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-05-13 04:00:00+00:00,20.01,18.632048,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-05-16 04:00:00+00:00,20.0207,18.682862,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-05-17 04:00:00+00:00,20.26,18.737862,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-05-18 04:00:00+00:00,20.07,18.789062,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-05-19 04:00:00+00:00,19.99,18.838462000000003,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-05-20 04:00:00+00:00,19.89,18.883662,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-05-23 04:00:00+00:00,19.64,18.921682,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-05-24 04:00:00+00:00,19.5667,18.957216,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-05-25 04:00:00+00:00,19.9052,19.001518,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-05-26 04:00:00+00:00,19.94,19.045118,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-05-27 04:00:00+00:00,20.13,19.091718,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-05-31 04:00:00+00:00,20.066,19.136938,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-06-01 04:00:00+00:00,20.21,19.183138,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-06-02 04:00:00+00:00,20.36,19.230138,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-06-03 04:00:00+00:00,20.53,19.283058,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-06-06 04:00:00+00:00,20.8499,19.339256,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-06-07 04:00:00+00:00,21.01,19.399056,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-06-08 04:00:00+00:00,21.56,19.467696,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-06-09 04:00:00+00:00,21.47,19.537696,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-06-10 04:00:00+00:00,21.6133,19.609548,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-06-13 04:00:00+00:00,21.615,19.677446,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-06-14 04:00:00+00:00,21.41,19.742966,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-06-15 04:00:00+00:00,21.2,19.807766,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-06-16 04:00:00+00:00,20.8901,19.864767999999998,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-06-17 04:00:00+00:00,21.3499,19.932166,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-06-20 04:00:00+00:00,21.096,19.991086,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-06-21 04:00:00+00:00,20.6865,20.037096000000002,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-06-22 04:00:00+00:00,20.73,20.081416,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-06-23 04:00:00+00:00,20.54,20.115416,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-06-24 04:00:00+00:00,20.366,20.149136000000002,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-06-27 04:00:00+00:00,20.7149,20.186913999999998,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-06-28 04:00:00+00:00,20.938,20.229874,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-06-29 04:00:00+00:00,20.79,20.260674,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-06-30 04:00:00+00:00,21.34,20.299585999999998,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-07-01 04:00:00+00:00,21.14,20.333986,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-07-05 04:00:00+00:00,20.17,20.355386,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-07-06 04:00:00+00:00,20.15,20.371186,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-07-07 04:00:00+00:00,19.36,20.366786,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-07-08 04:00:00+00:00,19.909,20.376186,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-07-11 04:00:00+00:00,19.97,20.385684,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-07-12 04:00:00+00:00,20.38,20.402864,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-07-13 04:00:00+00:00,20.65,20.420464,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-07-14 04:00:00+00:00,20.0,20.431064,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-07-15 04:00:00+00:00,19.86,20.435664,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-07-18 04:00:00+00:00,20.09,20.450344,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-07-19 04:00:00+00:00,19.51,20.445744,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-07-20 04:00:00+00:00,19.21,20.438744,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-07-21 04:00:00+00:00,19.26,20.416743999999998,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-07-22 04:00:00+00:00,18.9307,20.389358,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-07-25 04:00:00+00:00,18.5128,20.357214000000003,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-07-26 04:00:00+00:00,18.68,20.330614,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-07-27 04:00:00+00:00,18.8364,20.306928,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-07-28 04:00:00+00:00,18.71,20.275928,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-07-29 04:00:00+00:00,19.08,20.256128,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-08-01 04:00:00+00:00,18.45,20.225328,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-08-02 04:00:00+00:00,18.32,20.193928,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-08-03 04:00:00+00:00,18.3762,20.168651999999998,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-08-04 04:00:00+00:00,18.38,20.144918,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-08-05 04:00:00+00:00,18.69,20.120614,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-08-08 04:00:00+00:00,18.82,20.098214,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-08-09 04:00:00+00:00,18.86,20.072814,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-08-10 04:00:00+00:00,18.76,20.046694,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-08-11 04:00:00+00:00,18.7957,20.018408,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-08-12 04:00:00+00:00,18.8,19.987208,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-08-15 04:00:00+00:00,19.21,19.960808,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-08-16 04:00:00+00:00,19.17,19.92721,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-08-17 04:00:00+00:00,19.31,19.89321,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-08-18 04:00:00+00:00,19.29,19.84781,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-08-19 04:00:00+00:00,19.11,19.80061,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-08-22 04:00:00+00:00,19.35,19.755344,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-08-23 04:00:00+00:00,19.28,19.708644,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-08-24 04:00:00+00:00,19.12,19.662844,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-08-25 04:00:00+00:00,18.6495,19.611833999999998,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-08-26 04:00:00+00:00,18.56,19.565232,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-08-29 04:00:00+00:00,18.526,19.508754,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-08-30 04:00:00+00:00,18.3201,19.453236,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-08-31 04:00:00+00:00,18.16,19.402706,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-09-01 04:00:00+00:00,18.1975,19.352056,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-09-02 04:00:00+00:00,18.39,19.309056,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-09-06 04:00:00+00:00,18.49,19.271535999999998,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-09-07 04:00:00+00:00,18.78,19.232838,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-09-08 04:00:00+00:00,18.78,19.189678,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-09-09 04:00:00+00:00,18.82,19.150278,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-09-12 04:00:00+00:00,18.6345,19.096168,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-09-13 04:00:00+00:00,18.284,19.039047999999998,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-09-14 04:00:00+00:00,18.27,19.001048,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-09-15 04:00:00+00:00,18.4,18.966048,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-09-16 04:00:00+00:00,18.646,18.951768,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-09-19 04:00:00+00:00,18.8101,18.92979,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-09-20 04:00:00+00:00,19.05,18.911389999999997,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-09-21 04:00:00+00:00,18.91,18.881990000000002,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-09-22 04:00:00+00:00,18.85,18.84599,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-09-23 04:00:00+00:00,18.51,18.816190000000002,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-09-26 04:00:00+00:00,18.44,18.78779,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-09-27 04:00:00+00:00,18.51,18.75619,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-09-28 04:00:00+00:00,18.4928,18.735846,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-09-29 04:00:00+00:00,18.44,18.720446000000003,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-09-30 04:00:00+00:00,18.4802,18.70485,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-10-03 04:00:00+00:00,18.88,18.703836,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-10-04 04:00:00+00:00,18.717,18.707919999999998,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-10-05 04:00:00+00:00,18.64,18.70712,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-10-06 04:00:00+00:00,18.61,18.702592,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-10-07 04:00:00+00:00,18.58,18.699991999999998,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-10-10 04:00:00+00:00,18.575,18.689892,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-10-11 04:00:00+00:00,18.55,18.691892,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-10-12 04:00:00+00:00,18.4712,18.694916,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-10-13 04:00:00+00:00,18.64,18.700192,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-10-14 04:00:00+00:00,18.775,18.708092,,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-10-17 04:00:00+00:00,19.059,18.715472,18.8168155,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-10-18 04:00:00+00:00,18.9729,18.71853,18.825535,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-10-19 04:00:00+00:00,19.129,18.72391,18.835213,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-10-20 04:00:00+00:00,18.971,18.72813,18.8437455,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-10-21 04:00:00+00:00,19.12,18.734616000000003,18.852748,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-10-24 04:00:00+00:00,19.24,18.743416000000003,18.862298,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-10-25 04:00:00+00:00,19.27,18.744616,18.872397999999997,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-10-26 04:00:00+00:00,19.56,18.752415999999997,18.882748000000003,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-10-27 04:00:00+00:00,19.61,18.758416,18.893128,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-10-28 04:00:00+00:00,19.4111,18.760838,18.902583,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-10-31 04:00:00+00:00,19.42,18.767038,18.912433,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-11-01 04:00:00+00:00,19.05,18.761038,18.920153,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
2016-11-02 04:00:00+00:00,18.97,18.754838,18.927803,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0
